Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,Latitude,Longitude
India,fazilka,500,Hazardous,1,Good,47,Good,1,Good,450,Hazardous,,
Peru,ferrenafe,34,Good,0,Good,19,Good,1,Good,34,Good,,
France,flers,30,Good,1,Good,30,Good,2,Good,22,Good,,
Colombia,fonseca,82,Moderate,1,Good,9,Good,2,Good,82,Moderate,,
United States of America,san dimas,116,Unhealthy for Sensitive Groups,3,Good,8,Good,28,Good,116,Unhealthy for Sensitive Groups,,
Guatemala,san mateo ixtatan,48,Good,1,Good,8,Good,3,Good,48,Good,,
Italy,san remo,39,Good,1,Good,39,Good,1,Good,34,Good,,
Philippines,santa elena,30,Good,1,Good,30,Good,0,Good,27,Good,,
Brazil,santo andre,128,Unhealthy for Sensitive Groups,4,Good,2,Good,12,Good,128,Unhealthy for Sensitive Groups,,
Brazil,santo antonio de jesus,52,Moderate,1,Good,7,Good,4,Good,52,Moderate,,
Portugal,sao domingos de rana,29,Good,1,Good,28,Good,8,Good,29,Good,,
Brazil,sao simao,50,Good,1,Good,4,Good,2,Good,50,Good,,
Belgium,rotselaar,51,Moderate,1,Good,28,Good,6,Good,51,Moderate,,
India,rusera,115,Unhealthy for Sensitive Groups,3,Good,57,Moderate,2,Good,115,Unhealthy for Sensitive Groups,25.75355,86.02597
Germany,russelsheim,71,Moderate,2,Good,36,Good,5,Good,71,Moderate,,
Thailand,sadao,58,Moderate,1,Good,28,Good,0,Good,58,Moderate,,
France,saint herblain,57,Moderate,1,Good,22,Good,4,Good,57,Moderate,,
France,saint medard en jalles,35,Good,1,Good,31,Good,2,Good,35,Good,,
Japan,sakaide,57,Moderate,2,Good,36,Good,4,Good,57,Moderate,,
Russian Federation,solnechnogorsk,47,Good,1,Good,26,Good,2,Good,47,Good,,
Italy,somma lombardo,68,Moderate,1,Good,30,Good,4,Good,68,Moderate,,
Russian Federation,sosva,33,Good,1,Good,32,Good,0,Good,33,Good,,
United States of America,spokane,67,Moderate,1,Good,33,Good,2,Good,67,Moderate,,
Pakistan,sujawal,150,Unhealthy,1,Good,36,Good,0,Good,150,Unhealthy,,
South Africa,sundumbili,153,Unhealthy,6,Good,25,Good,6,Good,153,Unhealthy,,
Philippines,morong,53,Moderate,1,Good,25,Good,1,Good,53,Moderate,,
Colombia,mosquera,95,Moderate,3,Good,7,Good,10,Good,95,Moderate,,
India,mungaoli,157,Unhealthy,1,Good,34,Good,0,Good,157,Unhealthy,24.40837,78.09588
Japan,murakami,42,Good,1,Good,42,Good,0,Good,29,Good,,
India,murud,101,Unhealthy for Sensitive Groups,0,Good,22,Good,0,Good,101,Unhealthy for Sensitive Groups,18.32817,72.9621
Democratic Republic of the Congo,mushie,184,Unhealthy,9,Good,31,Good,3,Good,184,Unhealthy,,
Chile,nacimiento,42,Good,1,Good,15,Good,4,Good,42,Good,,
Japan,nakajo,42,Good,1,Good,42,Good,0,Good,28,Good,,
Thailand,nan,38,Good,0,Good,23,Good,0,Good,38,Good,,
India,nanpara,177,Unhealthy,4,Good,177,Unhealthy,1,Good,177,Unhealthy,,
Ecuador,naranjito,59,Moderate,1,Good,14,Good,5,Good,59,Moderate,,
,narvik,29,Good,1,Good,29,Good,0,Good,6,Good,,
India,nayagarh,160,Unhealthy,1,Good,49,Good,0,Good,160,Unhealthy,,
Serbia,negotin,78,Moderate,1,Good,36,Good,3,Good,78,Moderate,,
Japan,nemuro,35,Good,1,Good,35,Good,0,Good,32,Good,,
India,nerkunram,154,Unhealthy,2,Good,32,Good,2,Good,154,Unhealthy,,
Germany,neunkirchen,29,Good,0,Good,27,Good,1,Good,29,Good,,
Canada,new glasgow,49,Good,1,Good,49,Good,0,Good,47,Good,,
Brazil,nossa senhora das dores,27,Good,0,Good,16,Good,1,Good,27,Good,,
Brazil,nova cruz,35,Good,0,Good,21,Good,1,Good,35,Good,,
Nigeria,offa,106,Unhealthy for Sensitive Groups,4,Good,25,Good,2,Good,106,Unhealthy for Sensitive Groups,,
Spain,oleiros,36,Good,0,Good,28,Good,2,Good,36,Good,,
Colombia,supia,82,Moderate,3,Good,2,Good,6,Good,82,Moderate,,
India,suratgarh,500,Hazardous,1,Good,41,Good,0,Good,474,Hazardous,,
India,surendranagar,154,Unhealthy,0,Good,39,Good,0,Good,154,Unhealthy,22.72706,71.64856
Ukraine,svalyava,61,Moderate,1,Good,26,Good,2,Good,61,Moderate,,
Republic of North Macedonia,sveti nikole,51,Moderate,1,Good,41,Good,0,Good,51,Moderate,,
Bulgaria,svilengrad,31,Good,1,Good,29,Good,3,Good,31,Good,,
Poland,swarzedz,29,Good,1,Good,27,Good,2,Good,29,Good,,
Kyrgyzstan,talas,62,Moderate,0,Good,42,Good,0,Good,62,Moderate,,
Japan,tamano,47,Good,1,Good,47,Good,1,Good,23,Good,,
Indonesia,tambun,147,Unhealthy for Sensitive Groups,3,Good,147,Unhealthy for Sensitive Groups,1,Good,128,Unhealthy for Sensitive Groups,,
Malaysia,tampin,64,Moderate,1,Good,37,Good,0,Good,64,Moderate,,
India,tanakpur,117,Unhealthy for Sensitive Groups,2,Good,117,Unhealthy for Sensitive Groups,0,Good,98,Moderate,29.074,80.11139
Pakistan,tando muhammad khan,175,Unhealthy,1,Good,47,Good,0,Good,175,Unhealthy,,
Kazakhstan,taraz,68,Moderate,1,Good,51,Moderate,0,Good,68,Moderate,,
Italy,terrasini,46,Good,1,Good,46,Good,1,Good,41,Good,,
India,thanesar,233,Very Unhealthy,3,Good,172,Unhealthy,2,Good,233,Very Unhealthy,,
India,thanjavur,61,Moderate,1,Good,31,Good,0,Good,61,Moderate,,
Thailand,thanyaburi,64,Moderate,1,Good,29,Good,1,Good,64,Moderate,,
United States of America,tifton,85,Moderate,2,Good,8,Good,9,Good,85,Moderate,,
Botswana,maun,30,Good,0,Good,14,Good,0,Good,30,Good,,
Germany,mengen,50,Good,1,Good,24,Good,3,Good,50,Good,,
United States of America,middle valley,56,Moderate,2,Good,44,Good,3,Good,56,Moderate,,
India,minjur,139,Unhealthy for Sensitive Groups,2,Good,29,Good,3,Good,139,Unhealthy for Sensitive Groups,,
Belarus,minsk,35,Good,1,Good,27,Good,3,Good,35,Good,,
Spain,miranda de ebro,34,Good,0,Good,34,Good,0,Good,30,Good,,
India,mirik,51,Moderate,2,Good,40,Good,0,Good,51,Moderate,26.88817,88.19007
Russian Federation,mirnyy,27,Good,1,Good,27,Good,0,Good,10,Good,,
Nigeria,modakeke,170,Unhealthy,8,Good,8,Good,8,Good,170,Unhealthy,,
Mexico,momoxpan,152,Unhealthy,3,Good,7,Good,11,Good,152,Unhealthy,,
Liberia,monrovia,60,Moderate,1,Good,17,Good,0,Good,60,Moderate,,
Italy,monte san pietro,39,Good,1,Good,39,Good,1,Good,18,Good,,
France,montreuil,30,Good,1,Good,28,Good,2,Good,30,Good,,
,vila real de santo antonio,32,Good,0,Good,32,Good,1,Good,15,Good,,
France,villeneuve la garenne,31,Good,1,Good,28,Good,2,Good,31,Good,,
Germany,vilshofen,54,Moderate,1,Good,29,Good,3,Good,54,Moderate,,
Republic of North Macedonia,vinica,46,Good,1,Good,41,Good,0,Good,46,Good,,
Italy,virgilio,79,Moderate,2,Good,30,Good,7,Good,79,Moderate,,
Brazil,vitoria de santo antao,46,Good,1,Good,18,Good,3,Good,46,Good,,
Togo,vogan,108,Unhealthy for Sensitive Groups,2,Good,20,Good,2,Good,108,Unhealthy for Sensitive Groups,,
Netherlands,voorschoten,36,Good,0,Good,36,Good,1,Good,28,Good,,
,vung tau,115,Unhealthy for Sensitive Groups,2,Good,47,Good,1,Good,115,Unhealthy for Sensitive Groups,,
India,wadi,74,Moderate,0,Good,24,Good,0,Good,74,Moderate,,
Poland,wagrowiec,30,Good,1,Good,30,Good,1,Good,28,Good,,
United States of America,wanaque,58,Moderate,1,Good,27,Good,9,Good,58,Moderate,,
United States of America,waterville,38,Good,1,Good,38,Good,2,Good,30,Good,,
Indonesia,wates,73,Moderate,1,Good,39,Good,0,Good,73,Moderate,,
Belgium,tournai,38,Good,1,Good,26,Good,3,Good,38,Good,,
United States of America,trussville,80,Moderate,1,Good,18,Good,9,Good,80,Moderate,,
Poland,trzebinia,61,Moderate,1,Good,33,Good,4,Good,61,Moderate,,
Japan,tsuruoka,39,Good,1,Good,39,Good,0,Good,28,Good,,
Colombia,tumaco,20,Good,1,Good,20,Good,0,Good,18,Good,,
Colombia,turbaco,94,Moderate,1,Good,22,Good,1,Good,94,Moderate,,
United States of America,tyler,48,Good,1,Good,23,Good,3,Good,48,Good,,
Sudan,umm kaddadah,85,Moderate,1,Good,18,Good,1,Good,85,Moderate,,
,umm lajj,67,Moderate,1,Good,37,Good,1,Good,67,Moderate,,
Sweden,upplands vasby,31,Good,1,Good,31,Good,0,Good,9,Good,,
Colombia,urrao,72,Moderate,2,Good,3,Good,6,Good,72,Moderate,,
Brazil,valenca do piaui,21,Good,0,Good,15,Good,0,Good,21,Good,,
Colombia,valledupar,65,Moderate,1,Good,18,Good,0,Good,65,Moderate,,
Philippines,vallehermoso,51,Moderate,1,Good,22,Good,0,Good,51,Moderate,,
Italy,valmadrera,61,Moderate,1,Good,23,Good,4,Good,61,Moderate,,
Italy,venafro,44,Good,1,Good,44,Good,1,Good,34,Good,,
Brazil,veranopolis,16,Good,1,Good,16,Good,1,Good,15,Good,,
Russian Federation,vereshchagino,37,Good,1,Good,26,Good,1,Good,37,Good,,
India,thakurdwara,235,Very Unhealthy,4,Good,203,Very Unhealthy,3,Good,235,Very Unhealthy,29.19203,78.86145
Hungary,tiszakecske,67,Moderate,1,Good,31,Good,1,Good,67,Moderate,,
Japan,togane,50,Good,1,Good,50,Good,0,Good,22,Good,,
United States of America,tolland,50,Good,1,Good,32,Good,5,Good,50,Good,,
United States of America,laplace,99,Moderate,2,Good,18,Good,8,Good,99,Moderate,,
Brazil,laranjeiras,44,Good,1,Good,15,Good,2,Good,44,Good,,
United States of America,leawood,70,Moderate,2,Good,26,Good,10,Good,70,Moderate,,
Italy,licata,54,Moderate,1,Good,46,Good,0,Good,54,Moderate,,
China,liling,106,Unhealthy for Sensitive Groups,3,Good,53,Moderate,6,Good,106,Unhealthy for Sensitive Groups,,
India,limbdi,159,Unhealthy,1,Good,39,Good,0,Good,159,Unhealthy,22.56507,71.81076
Canada,lindsay,36,Good,1,Good,36,Good,1,Good,36,Good,,
India,lingsugur,97,Moderate,0,Good,29,Good,0,Good,97,Moderate,,
Senegal,linguere,152,Unhealthy,1,Good,23,Good,1,Good,152,Unhealthy,,
Australia,lithgow,23,Good,0,Good,23,Good,1,Good,13,Good,,
France,livry gargan,51,Moderate,1,Good,21,Good,5,Good,51,Moderate,,
Russian Federation,lodeynoye pole,35,Good,1,Good,35,Good,0,Good,18,Good,,
United States of America,logan,57,Moderate,2,Good,3,Good,9,Good,57,Moderate,,
France,longjumeau,53,Moderate,1,Good,18,Good,6,Good,53,Moderate,,
France,loos,38,Good,1,Good,23,Good,3,Good,38,Good,,
Ukraine,lozova,58,Moderate,1,Good,37,Good,1,Good,58,Moderate,,
Indonesia,lumajang,42,Good,1,Good,26,Good,0,Good,42,Good,,
Zambia,lundazi,42,Good,1,Good,21,Good,0,Good,42,Good,,
India,maghar,380,Hazardous,3,Good,148,Unhealthy for Sensitive Groups,1,Good,327,Hazardous,26.75586,83.12773
India,makhu,425,Hazardous,1,Good,93,Moderate,1,Good,379,Hazardous,31.10335,74.99631
Nigeria,malumfashi,94,Moderate,3,Good,36,Good,0,Good,94,Moderate,,
,mamoudzou,25,Good,0,Good,25,Good,0,Good,15,Good,,
United States of America,manhattan beach,97,Moderate,3,Good,14,Good,33,Good,97,Moderate,,
India,manjeri,67,Moderate,1,Good,24,Good,1,Good,67,Moderate,11.12018,76.11996
United States of America,manville,61,Moderate,1,Good,45,Good,4,Good,61,Moderate,,
United States of America,maple shade,62,Moderate,1,Good,45,Good,4,Good,62,Moderate,,
Brazil,maravilha,27,Good,1,Good,11,Good,1,Good,27,Good,,
Iran (Islamic Republic of),khorramshahr,152,Unhealthy,2,Good,129,Unhealthy for Sensitive Groups,1,Good,152,Unhealthy,,
Malaysia,klang,57,Moderate,1,Good,34,Good,1,Good,57,Moderate,,
United Republic of Tanzania,kondoa,32,Good,0,Good,16,Good,0,Good,32,Good,,
Croatia,koprivnica,47,Good,1,Good,33,Good,1,Good,47,Good,,
Japan,koriyama,43,Good,1,Good,43,Good,1,Good,26,Good,,
Belgium,kortemark,39,Good,1,Good,25,Good,3,Good,39,Good,,
Poland,koscierzyna,36,Good,0,Good,36,Good,0,Good,29,Good,,
Malaysia,kota tinggi,129,Unhealthy for Sensitive Groups,1,Good,52,Moderate,2,Good,129,Unhealthy for Sensitive Groups,,
India,kandla,162,Unhealthy,0,Good,29,Good,0,Good,162,Unhealthy,,
Malaysia,kapit,38,Good,2,Good,14,Good,0,Good,38,Good,,
India,kapurthala,292,Very Unhealthy,2,Good,140,Unhealthy for Sensitive Groups,1,Good,292,Very Unhealthy,,
Croatia,karlovac,31,Good,1,Good,31,Good,1,Good,28,Good,,
Uzbekistan,karmana,154,Unhealthy,1,Good,41,Good,0,Good,154,Unhealthy,,
Nigeria,kaura namoda,84,Moderate,2,Good,34,Good,0,Good,84,Moderate,,
United Republic of Tanzania,kayanga,55,Moderate,1,Good,14,Good,0,Good,55,Moderate,,
Malaysia,keningau,55,Moderate,1,Good,23,Good,0,Good,55,Moderate,,
Bangladesh,khagrachari,57,Moderate,1,Good,37,Good,0,Good,57,Moderate,,
India,khairabad,500,Hazardous,1,Good,56,Moderate,1,Good,403,Hazardous,,
,khalkis,56,Moderate,1,Good,45,Good,0,Good,56,Moderate,,
Thailand,khanu woralaksaburi,46,Good,0,Good,20,Good,0,Good,46,Good,,
Albania,kruje,51,Moderate,1,Good,49,Good,0,Good,51,Moderate,,
India,kuju,199,Unhealthy,1,Good,56,Moderate,1,Good,199,Unhealthy,23.72536,85.51023
Ghana,kumasi,79,Moderate,1,Good,18,Good,0,Good,79,Moderate,,
Russian Federation,kursk,64,Moderate,1,Good,34,Good,1,Good,64,Moderate,,
Colombia,la ceja,96,Moderate,3,Good,2,Good,6,Good,96,Moderate,,
Ecuador,la mana,71,Moderate,2,Good,3,Good,7,Good,71,Moderate,,
United States of America,lacey,30,Good,1,Good,30,Good,3,Good,21,Good,,
Mexico,tecamachalco,82,Moderate,1,Good,30,Good,1,Good,82,Moderate,,
Burkina Faso,tenkodogo,54,Moderate,1,Good,27,Good,0,Good,54,Moderate,,
Thailand,that phanom,60,Moderate,2,Good,14,Good,2,Good,60,Moderate,,
United States of America,thibodaux,26,Good,0,Good,26,Good,0,Good,17,Good,,
Romania,titu,54,Moderate,1,Good,45,Good,0,Good,54,Moderate,,
Japan,toda,83,Moderate,1,Good,28,Good,18,Good,83,Moderate,,
Chile,tome,168,Unhealthy,4,Good,11,Good,8,Good,168,Unhealthy,,
Botswana,tonota,30,Good,0,Good,30,Good,0,Good,24,Good,,
Greece,triandria,69,Moderate,1,Good,56,Moderate,0,Good,69,Moderate,,
Czechia,trinec,72,Moderate,1,Good,46,Good,0,Good,72,Moderate,,
Poland,trzcianka,42,Good,1,Good,42,Good,0,Good,22,Good,,
Russian Federation,tsivilsk,38,Good,1,Good,32,Good,2,Good,38,Good,,
Colombia,tuquerres,24,Good,0,Good,10,Good,0,Good,24,Good,,
India,uchana,166,Unhealthy,4,Good,66,Moderate,9,Good,166,Unhealthy,,
India,ulundurpettai,103,Unhealthy for Sensitive Groups,2,Good,26,Good,12,Good,103,Unhealthy for Sensitive Groups,,
United States of America,university place,44,Good,1,Good,32,Good,4,Good,44,Good,,
Russian Federation,ust kut,59,Moderate,1,Good,16,Good,1,Good,59,Moderate,,
South Sudan,uwayl,84,Moderate,1,Good,11,Good,0,Good,84,Moderate,,
Sweden,varnamo,40,Good,1,Good,40,Good,0,Good,9,Good,,
Sweden,vasteras,35,Good,1,Good,35,Good,0,Good,14,Good,,
Netherlands,veendam,37,Good,0,Good,37,Good,0,Good,33,Good,,
Turkey,vezirkopru,42,Good,1,Good,42,Good,0,Good,31,Good,,
Mexico,victor rosales,40,Good,1,Good,27,Good,0,Good,40,Good,,
Malaysia,sungai petani,150,Unhealthy,3,Good,23,Good,10,Good,150,Unhealthy,,
Hungary,szentendre,63,Moderate,1,Good,63,Moderate,0,Good,57,Moderate,,
Iran (Islamic Republic of),tabas,115,Unhealthy for Sensitive Groups,1,Good,42,Good,0,Good,115,Unhealthy for Sensitive Groups,,
Thailand,tak bai,72,Moderate,2,Good,27,Good,3,Good,72,Moderate,,
Japan,takahata,80,Moderate,3,Good,2,Good,21,Good,80,Moderate,,
Japan,tama,80,Moderate,2,Good,27,Good,14,Good,80,Moderate,,
Australia,tamworth,23,Good,0,Good,23,Good,1,Good,12,Good,,
Sudan,tandalti,98,Moderate,1,Good,56,Moderate,0,Good,98,Moderate,,
Indonesia,tanggul,160,Unhealthy,6,Good,9,Good,12,Good,160,Unhealthy,,
France,tarbes,33,Good,1,Good,33,Good,0,Good,15,Good,,
Poland,tarnowskie gory,57,Moderate,1,Good,43,Good,1,Good,57,Moderate,,
Tunisia,tatawin,139,Unhealthy for Sensitive Groups,1,Good,49,Good,0,Good,139,Unhealthy for Sensitive Groups,,
Germany,taucha,50,Good,1,Good,47,Good,0,Good,50,Good,,
United States of America,sterling heights,52,Moderate,1,Good,33,Good,1,Good,52,Moderate,,
United States of America,storrs,53,Moderate,1,Good,39,Good,4,Good,53,Moderate,,
Canada,summerside,36,Good,1,Good,36,Good,1,Good,9,Good,,
Chile,villa alemana,193,Unhealthy,13,Good,5,Good,25,Good,193,Unhealthy,,
Russian Federation,vinzili,41,Good,1,Good,41,Good,1,Good,31,Good,,
France,vire,52,Moderate,1,Good,36,Good,1,Good,52,Moderate,,
India,vizianagaram,129,Unhealthy for Sensitive Groups,3,Good,39,Good,7,Good,129,Unhealthy for Sensitive Groups,18.11692,83.41148
Kenya,voi,22,Good,0,Good,22,Good,0,Good,14,Good,,
Russian Federation,vologda,29,Good,1,Good,29,Good,0,Good,9,Good,,
Ghana,wa,42,Good,1,Good,22,Good,0,Good,42,Good,,
Germany,waghausel,64,Moderate,1,Good,60,Moderate,0,Good,64,Moderate,,
Austria,waidhofen,71,Moderate,1,Good,47,Good,0,Good,71,Moderate,,
Namibia,walvis bay,118,Unhealthy for Sensitive Groups,1,Good,19,Good,0,Good,118,Unhealthy for Sensitive Groups,,
United States of America,warrington,78,Moderate,2,Good,78,Moderate,1,Good,33,Good,,
China,weifang,165,Unhealthy,6,Good,82,Moderate,16,Good,165,Unhealthy,,
Pakistan,sargodha,168,Unhealthy,4,Good,71,Moderate,7,Good,168,Unhealthy,,
Italy,sarzana,68,Moderate,1,Good,68,Moderate,0,Good,37,Good,,
Germany,schoningen,44,Good,1,Good,44,Good,0,Good,38,Good,,
Germany,schwalmtal,52,Moderate,1,Good,39,Good,1,Good,52,Moderate,,
Germany,schwerin,42,Good,1,Good,42,Good,0,Good,24,Good,,
Germany,schwerte,53,Moderate,1,Good,44,Good,0,Good,53,Moderate,,
United States of America,seaford,60,Moderate,1,Good,46,Good,5,Good,60,Moderate,,
India,sedam,159,Unhealthy,2,Good,40,Good,3,Good,159,Unhealthy,,
Italy,selargius,67,Moderate,1,Good,67,Moderate,1,Good,28,Good,,
Italy,seravezza,72,Moderate,1,Good,72,Moderate,0,Good,36,Good,,
Zambia,sesheke,27,Good,0,Good,27,Good,0,Good,20,Good,,
India,shankargarh,181,Unhealthy,5,Good,80,Moderate,7,Good,181,Unhealthy,25.182,81.61769
India,shimoga,55,Moderate,1,Good,14,Good,3,Good,55,Moderate,13.93157,75.56791
India,shirpur,131,Unhealthy for Sensitive Groups,1,Good,35,Good,2,Good,131,Unhealthy for Sensitive Groups,21.34821,74.88035
Myanmar,shwebo,58,Moderate,1,Good,11,Good,2,Good,58,Moderate,,
Philippines,silay,72,Moderate,2,Good,29,Good,3,Good,72,Moderate,,
United States of America,sioux falls,40,Good,1,Good,37,Good,2,Good,40,Good,,
India,sirumugai,76,Moderate,2,Good,19,Good,4,Good,76,Moderate,11.32137,77.00521
India,sohna,181,Unhealthy,6,Good,53,Moderate,15,Good,181,Unhealthy,28.24737,77.06544
Guatemala,san francisco el alto,56,Moderate,2,Good,18,Good,3,Good,56,Moderate,,
Spain,san juan de aznalfarache,42,Good,1,Good,42,Good,0,Good,17,Good,,
Mexico,san luis de la paz,40,Good,0,Good,29,Good,0,Good,40,Good,,
Philippines,san pascual,70,Moderate,1,Good,25,Good,6,Good,70,Moderate,,
Iran (Islamic Republic of),sanandaj,78,Moderate,1,Good,38,Good,0,Good,78,Moderate,,
India,sangamner,153,Unhealthy,2,Good,29,Good,5,Good,153,Unhealthy,19.56784,74.21154
Brazil,santo angelo,18,Good,0,Good,18,Good,0,Good,16,Good,,
Portugal,sao mamede de infesta,41,Good,0,Good,41,Good,0,Good,20,Good,,
Afghanistan,sar e pul,95,Moderate,1,Good,34,Good,0,Good,95,Moderate,,
United States of America,glasgow,50,Good,1,Good,50,Good,0,Good,31,Good,,
China,gongzhuling,141,Unhealthy for Sensitive Groups,4,Good,76,Moderate,6,Good,141,Unhealthy for Sensitive Groups,,
France,graulhet,52,Moderate,1,Good,39,Good,1,Good,52,Moderate,,
France,grenoble,50,Good,2,Good,50,Good,1,Good,40,Good,,
Honduras,guaimaca,37,Good,1,Good,21,Good,0,Good,37,Good,,
Brazil,guaira,36,Good,1,Good,27,Good,0,Good,36,Good,,
Japan,gyoda,84,Moderate,2,Good,12,Good,21,Good,84,Moderate,,
Poland,hajnowka,39,Good,1,Good,39,Good,0,Good,18,Good,,
United States of America,hammonton,48,Good,1,Good,48,Good,1,Good,35,Good,,
United States of America,hanson,44,Good,1,Good,42,Good,1,Good,44,Good,,
India,harpalpur,167,Unhealthy,3,Good,125,Unhealthy for Sensitive Groups,2,Good,167,Unhealthy,,
Iran (Islamic Republic of),harsin,105,Unhealthy for Sensitive Groups,1,Good,38,Good,0,Good,105,Unhealthy for Sensitive Groups,,
Japan,hatsukaichi,55,Moderate,1,Good,47,Good,4,Good,55,Moderate,,
France,henin beaumont,50,Good,1,Good,38,Good,1,Good,50,Good,,
Germany,herbrechtingen,64,Moderate,1,Good,53,Moderate,0,Good,64,Moderate,,
United States of America,hershey,46,Good,1,Good,46,Good,1,Good,37,Good,,
United Kingdom of Great Britain and Northern Ireland,heywood,38,Good,1,Good,37,Good,1,Good,38,Good,,
United States of America,hialeah gardens,34,Good,1,Good,34,Good,1,Good,29,Good,,
Germany,hildesheim,43,Good,1,Good,43,Good,0,Good,37,Good,,
Pakistan,hingorja,149,Unhealthy for Sensitive Groups,1,Good,26,Good,4,Good,149,Unhealthy for Sensitive Groups,,
Lesotho,hlotse,55,Moderate,1,Good,19,Good,1,Good,55,Moderate,,
United States of America,hollywood,35,Good,1,Good,35,Good,1,Good,31,Good,,
United States of America,hopkins,54,Moderate,1,Good,30,Good,2,Good,54,Moderate,,
Norway,horten,48,Good,1,Good,48,Good,0,Good,17,Good,,
Libya,hun,175,Unhealthy,1,Good,41,Good,0,Good,175,Unhealthy,,
Japan,isahaya,39,Good,1,Good,34,Good,6,Good,39,Good,,
Brazil,itacare,41,Good,0,Good,26,Good,0,Good,41,Good,,
Brazil,itapecerica da serra,144,Unhealthy for Sensitive Groups,3,Good,24,Good,9,Good,144,Unhealthy for Sensitive Groups,,
Paraguay,itaugua,28,Good,0,Good,16,Good,0,Good,28,Good,,
Brazil,jandira,131,Unhealthy for Sensitive Groups,3,Good,24,Good,7,Good,131,Unhealthy for Sensitive Groups,,
Brazil,japeri,67,Moderate,1,Good,28,Good,2,Good,67,Moderate,,
Dominican Republic,jarabacoa,110,Unhealthy for Sensitive Groups,1,Good,38,Good,0,Good,110,Unhealthy for Sensitive Groups,,
Brazil,jardim,36,Good,1,Good,11,Good,0,Good,36,Good,,
Tunisia,jarjis,59,Moderate,1,Good,59,Moderate,0,Good,28,Good,,
United States of America,jasmine estates,82,Moderate,1,Good,82,Moderate,1,Good,14,Good,,
India,jatni,114,Unhealthy for Sensitive Groups,3,Good,36,Good,3,Good,114,Unhealthy for Sensitive Groups,,
China,jiexiu,151,Unhealthy,4,Good,21,Good,22,Good,151,Unhealthy,,
China,juegang,183,Unhealthy,10,Good,3,Good,44,Good,183,Unhealthy,,
Democratic Republic of the Congo,kabinda,160,Unhealthy,4,Good,70,Moderate,3,Good,160,Unhealthy,,
India,kaimganj,158,Unhealthy,3,Good,51,Moderate,6,Good,158,Unhealthy,27.55441,79.33525
India,kambam,64,Moderate,1,Good,18,Good,3,Good,64,Moderate,,
Democratic Republic of the Congo,kambove,77,Moderate,1,Good,30,Good,1,Good,77,Moderate,,
Japan,kasumigaura,65,Moderate,1,Good,22,Good,12,Good,65,Moderate,,
Lithuania,kedainiai,35,Good,1,Good,35,Good,0,Good,22,Good,,
Germany,kempen,51,Moderate,1,Good,38,Good,1,Good,51,Moderate,,
Pakistan,khairpur nathan shah,142,Unhealthy for Sensitive Groups,1,Good,35,Good,4,Good,142,Unhealthy for Sensitive Groups,,
India,khudaganj,156,Unhealthy,4,Good,25,Good,10,Good,156,Unhealthy,,
Ukraine,khust,59,Moderate,1,Good,47,Good,0,Good,59,Moderate,,
Russian Federation,kirensk,126,Unhealthy for Sensitive Groups,2,Good,21,Good,1,Good,126,Unhealthy for Sensitive Groups,,
Nepal,kirtipur,151,Unhealthy,4,Good,14,Good,4,Good,151,Unhealthy,,
United Republic of Tanzania,kisesa,24,Good,1,Good,18,Good,0,Good,24,Good,,
,kishiwada,75,Moderate,2,Good,26,Good,11,Good,75,Moderate,,
Germany,kissing,66,Moderate,1,Good,59,Moderate,0,Good,66,Moderate,,
Uzbekistan,kitob,68,Moderate,1,Good,34,Good,4,Good,68,Moderate,,
Russian Federation,kolpino,28,Good,1,Good,28,Good,2,Good,14,Good,,
Switzerland,koniz,43,Good,1,Good,43,Good,0,Good,42,Good,,
Belgium,kontich,49,Good,1,Good,37,Good,2,Good,49,Good,,
Slovenia,kranj,72,Moderate,1,Good,44,Good,0,Good,72,Moderate,,
Germany,kriftel,63,Moderate,1,Good,63,Moderate,0,Good,59,Moderate,,
Russian Federation,krivyanskaya,45,Good,1,Good,45,Good,2,Good,23,Good,,
Japan,kushima,42,Good,1,Good,42,Good,2,Good,36,Good,,
France,la garde,49,Good,1,Good,49,Good,4,Good,39,Good,,
United States of America,la mesa,55,Moderate,1,Good,27,Good,10,Good,55,Moderate,,
Hungary,lajosmizse,64,Moderate,1,Good,64,Moderate,0,Good,57,Moderate,,
Côte d'Ivoire,lakota,20,Good,1,Good,19,Good,0,Good,20,Good,,
Peru,lamas,39,Good,1,Good,6,Good,0,Good,39,Good,,
United States of America,lansing,60,Moderate,1,Good,36,Good,4,Good,60,Moderate,,
China,lanzhou,152,Unhealthy,3,Good,24,Good,18,Good,152,Unhealthy,,
Mexico,las rosas,47,Good,1,Good,24,Good,0,Good,47,Good,,
Ecuador,latacunga,21,Good,0,Good,7,Good,0,Good,21,Good,,
France,le havre,51,Moderate,1,Good,41,Good,0,Good,51,Moderate,,
Portugal,leca da palmeira,41,Good,0,Good,41,Good,1,Good,21,Good,,
Kazakhstan,lenger,103,Unhealthy for Sensitive Groups,1,Good,24,Good,4,Good,103,Unhealthy for Sensitive Groups,,
China,lengshuijiang,184,Unhealthy,11,Good,3,Good,29,Good,184,Unhealthy,,
China,leshan,180,Unhealthy,9,Good,9,Good,27,Good,180,Unhealthy,,
Belgium,liedekerke,52,Moderate,1,Good,38,Good,2,Good,52,Moderate,,
